,simulation,auc_live,auc_apoptotic,drug_1,drug_2,conc_1,conc_2
1848,LNCaP_mut_RNA_00_4_1_Selumetinib_Pictilisib_0_0_0_0_7,54731760.0,1623000.0,Selumetinib,Pictilisib,IC70,IC10
1849,LNCaP_mut_RNA_00_4_4_Ipatasertib_Ulixertinib_0_0_0_0_6,57708960.0,1689120.0,Ipatasertib,Ulixertinib,IC70,IC70
1850,LNCaP_mut_RNA_00_4_1_Ipatasertib_Selumetinib_0_0_0_0_4,62173320.0,1878840.0,Ipatasertib,Selumetinib,IC70,IC10
1851,LNCaP_mut_RNA_00_3_3_Afatinib_Ulixertinib_0_0_0_0_2,60744360.0,1827960.0,Afatinib,Ulixertinib,IC50,IC50
1852,LNCaP_mut_RNA_00_5_4_Ipatasertib_Afatinib_0_0_0_0_8,55804320.0,1693680.0,Ipatasertib,Afatinib,IC90,IC70
1853,LNCaP_mut_RNA_00_2_2_Selumetinib_Pictilisib_0_0_0_0_8,58179120.0,1668960.0,Selumetinib,Pictilisib,IC30,IC30
1854,LNCaP_mut_RNA_00_1_1_Ipatasertib_Afatinib_0_0_0_0_4,60149520.0,1754640.0,Ipatasertib,Afatinib,IC10,IC10
1855,LNCaP_mut_RNA_00_1_2_Ulixertinib_Selumetinib_0_0_0_0_8,60611880.0,1827360.0,Ulixertinib,Selumetinib,IC10,IC30
1856,LNCaP_mut_RNA_00_3_1_Ulixertinib_Luminespib_0_0_0_0_6,62331960.0,1739880.0,Ulixertinib,Luminespib,IC50,IC10
1857,LNCaP_mut_RNA_00_2_1_Afatinib_Selumetinib_0_0_0_0_9,60181200.0,1811280.0,Afatinib,Selumetinib,IC30,IC10
1858,LNCaP_mut_RNA_00_1_1_Afatinib_Ulixertinib_0_0_0_0_1,61070760.0,1828320.0,Afatinib,Ulixertinib,IC10,IC10
1859,LNCaP_mut_RNA_00_5_5_Ulixertinib_Pictilisib_0_0_0_0_4,50417160.0,1552080.0,Ulixertinib,Pictilisib,IC90,IC90
1860,LNCaP_mut_RNA_00_1_4_Ulixertinib_Luminespib_0_0_0_0_7,61308960.0,1796760.0,Ulixertinib,Luminespib,IC10,IC70
1861,LNCaP_mut_RNA_00_2_1_Ulixertinib_Luminespib_0_0_0_0_6,61016760.0,1765920.0,Ulixertinib,Luminespib,IC30,IC10
1862,LNCaP_mut_RNA_00_5_5_Ulixertinib_Pictilisib_0_0_0_0_10,56504640.0,1642560.0,Ulixertinib,Pictilisib,IC90,IC90
1863,LNCaP_mut_RNA_00_4_1_Luminespib_Selumetinib_0_0_0_0_10,62502840.0,1827720.0,Luminespib,Selumetinib,IC70,IC10
1864,LNCaP_mut_RNA_00_3_3_Luminespib_Pictilisib_0_0_0_0_5,54922320.0,1597200.0,Luminespib,Pictilisib,IC50,IC50
1865,LNCaP_mut_RNA_00_2_1_Selumetinib_Pictilisib_0_0_0_0_10,54372360.0,1695120.0,Selumetinib,Pictilisib,IC30,IC10
1866,LNCaP_mut_RNA_00_2_1_Afatinib_Pictilisib_0_0_0_0_2,57520200.0,1703160.0,Afatinib,Pictilisib,IC30,IC10
1867,LNCaP_mut_RNA_00_2_2_Ipatasertib_Afatinib_0_0_0_0_2,59070720.0,1749960.0,Ipatasertib,Afatinib,IC30,IC30
1868,LNCaP_mut_RNA_00_4_1_Ulixertinib_Pictilisib_0_0_0_0_4,56272560.0,1688160.0,Ulixertinib,Pictilisib,IC70,IC10
1869,LNCaP_mut_RNA_00_1_4_Luminespib_Pictilisib_0_0_0_0_2,52526400.0,1555200.0,Luminespib,Pictilisib,IC10,IC70
1870,LNCaP_mut_RNA_00_4_3_Ulixertinib_Selumetinib_0_0_0_0_10,59594040.0,1709280.0,Ulixertinib,Selumetinib,IC70,IC50
1871,LNCaP_mut_RNA_00_5_4_Ulixertinib_Pictilisib_0_0_0_0_10,53787120.0,1605840.0,Ulixertinib,Pictilisib,IC90,IC70
1872,LNCaP_mut_RNA_00_5_5_Afatinib_Luminespib_0_0_0_0_6,55628520.0,1693800.0,Afatinib,Luminespib,IC90,IC90
1873,LNCaP_mut_RNA_00_2_1_Selumetinib_Pictilisib_0_0_0_0_4,54333360.0,1557360.0,Selumetinib,Pictilisib,IC30,IC10
1874,LNCaP_mut_RNA_00_5_3_Afatinib_Selumetinib_0_0_0_0_4,55678680.0,1703160.0,Afatinib,Selumetinib,IC90,IC50
1875,LNCaP_mut_RNA_00_4_4_Ulixertinib_Pictilisib_0_0_0_0_2,52241760.0,1651680.0,Ulixertinib,Pictilisib,IC70,IC70
1876,LNCaP_mut_RNA_00_5_2_Ipatasertib_Luminespib_0_0_0_0_2,56336640.0,1652160.0,Ipatasertib,Luminespib,IC90,IC30
1877,LNCaP_mut_RNA_00_5_4_Afatinib_Pictilisib_0_0_0_0_5,54467760.0,1579440.0,Afatinib,Pictilisib,IC90,IC70
1878,LNCaP_mut_RNA_00_4_1_Ulixertinib_Luminespib_0_0_0_0_8,60493200.0,1790040.0,Ulixertinib,Luminespib,IC70,IC10
1879,LNCaP_mut_RNA_00_4_5_Afatinib_Selumetinib_0_0_0_0_4,60437760.0,1803840.0,Afatinib,Selumetinib,IC70,IC90
1880,LNCaP_mut_RNA_00_4_4_Afatinib_Pictilisib_0_0_0_0_6,52735920.0,1579680.0,Afatinib,Pictilisib,IC70,IC70
1881,LNCaP_mut_RNA_00_4_3_Ipatasertib_Selumetinib_0_0_0_0_6,57331200.0,1675320.0,Ipatasertib,Selumetinib,IC70,IC50
1882,LNCaP_mut_RNA_00_5_3_Ipatasertib_Pictilisib_0_0_0_0_6,47278560.0,1454400.0,Ipatasertib,Pictilisib,IC90,IC50
1883,LNCaP_mut_RNA_00_5_5_Afatinib_Luminespib_0_0_0_0_5,59171640.0,1730400.0,Afatinib,Luminespib,IC90,IC90
1884,LNCaP_mut_RNA_00_4_3_Selumetinib_Pictilisib_0_0_0_0_2,53079000.0,1580280.0,Selumetinib,Pictilisib,IC70,IC50
1885,LNCaP_mut_RNA_00_5_3_Afatinib_Ulixertinib_0_0_0_0_9,58888320.0,1727520.0,Afatinib,Ulixertinib,IC90,IC50
1886,LNCaP_mut_RNA_00_4_5_Ulixertinib_Pictilisib_0_0_0_0_7,54100920.0,1645680.0,Ulixertinib,Pictilisib,IC70,IC90
1887,LNCaP_mut_RNA_00_2_1_Ipatasertib_Luminespib_0_0_0_0_1,59692560.0,1694160.0,Ipatasertib,Luminespib,IC30,IC10
1888,LNCaP_mut_RNA_00_3_2_Afatinib_Ulixertinib_0_0_0_0_10,60713400.0,1702560.0,Afatinib,Ulixertinib,IC50,IC30
1889,LNCaP_mut_RNA_00_4_1_Ipatasertib_Ulixertinib_0_0_0_0_9,59029200.0,1669560.0,Ipatasertib,Ulixertinib,IC70,IC10
1890,LNCaP_mut_RNA_00_1_2_Ulixertinib_Selumetinib_0_0_0_0_9,58266840.0,1796760.0,Ulixertinib,Selumetinib,IC10,IC30
1891,LNCaP_mut_RNA_00_1_3_Afatinib_Luminespib_0_0_0_0_3,58779000.0,1762560.0,Afatinib,Luminespib,IC10,IC50
1892,LNCaP_mut_RNA_00_1_5_Ipatasertib_Selumetinib_0_0_0_0_4,61869000.0,1762560.0,Ipatasertib,Selumetinib,IC10,IC90
1893,LNCaP_mut_RNA_00_3_3_Ipatasertib_Ulixertinib_0_0_0_0_1,60585240.0,1741800.0,Ipatasertib,Ulixertinib,IC50,IC50
1894,LNCaP_mut_RNA_00_4_4_Ipatasertib_Afatinib_0_0_0_0_7,59508600.0,1704960.0,Ipatasertib,Afatinib,IC70,IC70
1895,LNCaP_mut_RNA_00_3_5_Afatinib_Luminespib_0_0_0_0_9,58751400.0,1786920.0,Afatinib,Luminespib,IC50,IC90
1896,LNCaP_mut_RNA_00_2_1_Ipatasertib_Luminespib_0_0_0_0_9,62728320.0,1781160.0,Ipatasertib,Luminespib,IC30,IC10
1897,LNCaP_mut_RNA_00_1_5_Ipatasertib_Selumetinib_0_0_0_0_10,62580000.0,1755600.0,Ipatasertib,Selumetinib,IC10,IC90
1898,LNCaP_mut_RNA_00_2_4_Afatinib_Ulixertinib_0_0_0_0_7,59684880.0,1831800.0,Afatinib,Ulixertinib,IC30,IC70
1899,LNCaP_mut_RNA_00_3_5_Luminespib_Selumetinib_0_0_0_0_4,60913440.0,1763880.0,Luminespib,Selumetinib,IC50,IC90
1900,LNCaP_mut_RNA_00_5_3_Ulixertinib_Pictilisib_0_0_0_0_5,55544880.0,1617840.0,Ulixertinib,Pictilisib,IC90,IC50
1901,LNCaP_mut_RNA_00_4_5_Ipatasertib_Pictilisib_0_0_0_0_5,53938920.0,1590000.0,Ipatasertib,Pictilisib,IC70,IC90
1902,LNCaP_mut_RNA_00_2_4_Ulixertinib_Luminespib_0_0_0_0_9,59794920.0,1818960.0,Ulixertinib,Luminespib,IC30,IC70
1903,LNCaP_mut_RNA_00_4_2_Luminespib_Pictilisib_0_0_0_0_9,55080600.0,1563000.0,Luminespib,Pictilisib,IC70,IC30
1904,LNCaP_mut_RNA_00_4_5_Selumetinib_Pictilisib_0_0_0_0_3,52882560.0,1599960.0,Selumetinib,Pictilisib,IC70,IC90
1905,LNCaP_mut_RNA_00_4_4_Ulixertinib_Pictilisib_0_0_0_0_9,52425600.0,1567680.0,Ulixertinib,Pictilisib,IC70,IC70
1906,LNCaP_mut_RNA_00_3_4_Ulixertinib_Selumetinib_0_0_0_0_1,58465320.0,1755960.0,Ulixertinib,Selumetinib,IC50,IC70
1907,LNCaP_mut_RNA_00_4_2_Ulixertinib_Pictilisib_0_0_0_0_9,56015040.0,1637760.0,Ulixertinib,Pictilisib,IC70,IC30
1908,LNCaP_mut_RNA_00_5_3_Luminespib_Pictilisib_0_0_0_0_1,51543840.0,1526280.0,Luminespib,Pictilisib,IC90,IC50
1909,LNCaP_mut_RNA_00_5_3_Ipatasertib_Selumetinib_0_0_0_0_3,55326000.0,1679880.0,Ipatasertib,Selumetinib,IC90,IC50
1910,LNCaP_mut_RNA_00_2_4_Ipatasertib_Luminespib_0_0_0_0_1,59913720.0,1703520.0,Ipatasertib,Luminespib,IC30,IC70
1911,LNCaP_mut_RNA_00_3_3_Afatinib_Selumetinib_0_0_0_0_3,59817960.0,1763160.0,Afatinib,Selumetinib,IC50,IC50
1912,LNCaP_mut_RNA_00_1_1_Ipatasertib_Afatinib_0_0_0_0_9,59717400.0,1693920.0,Ipatasertib,Afatinib,IC10,IC10
1913,LNCaP_mut_RNA_00_3_4_Afatinib_Luminespib_0_0_0_0_6,58116480.0,1766400.0,Afatinib,Luminespib,IC50,IC70
1914,LNCaP_mut_RNA_00_3_2_Luminespib_Pictilisib_0_0_0_0_10,57043080.0,1631760.0,Luminespib,Pictilisib,IC50,IC30
1915,LNCaP_mut_RNA_00_1_4_Afatinib_Ulixertinib_0_0_0_0_9,60674040.0,1818840.0,Afatinib,Ulixertinib,IC10,IC70
1916,LNCaP_mut_RNA_00_3_4_Afatinib_Pictilisib_0_0_0_0_8,55018560.0,1608120.0,Afatinib,Pictilisib,IC50,IC70
1917,LNCaP_mut_RNA_00_3_3_Ipatasertib_Afatinib_0_0_0_0_9,60608400.0,1654440.0,Ipatasertib,Afatinib,IC50,IC50
1918,LNCaP_mut_RNA_00_4_5_Ipatasertib_Selumetinib_0_0_0_0_1,58812000.0,1644360.0,Ipatasertib,Selumetinib,IC70,IC90
1919,LNCaP_mut_RNA_00_4_3_Luminespib_Pictilisib_0_0_0_0_3,51288600.0,1576440.0,Luminespib,Pictilisib,IC70,IC50
1920,LNCaP_mut_RNA_00_3_5_Ulixertinib_Pictilisib_0_0_0_0_7,55350960.0,1632600.0,Ulixertinib,Pictilisib,IC50,IC90
1921,LNCaP_mut_RNA_00_1_3_Ipatasertib_Selumetinib_0_0_0_0_8,62435400.0,1747680.0,Ipatasertib,Selumetinib,IC10,IC50
1922,LNCaP_mut_RNA_00_5_2_Ulixertinib_Luminespib_0_0_0_0_7,59139360.0,1746960.0,Ulixertinib,Luminespib,IC90,IC30
1923,LNCaP_mut_RNA_00_5_4_Ipatasertib_Pictilisib_0_0_0_0_1,49431960.0,1479360.0,Ipatasertib,Pictilisib,IC90,IC70
1924,LNCaP_mut_RNA_00_2_1_Luminespib_Pictilisib_0_0_0_0_10,56036640.0,1576200.0,Luminespib,Pictilisib,IC30,IC10
1925,LNCaP_mut_RNA_00_5_2_Afatinib_Pictilisib_0_0_0_0_6,54902160.0,1674720.0,Afatinib,Pictilisib,IC90,IC30
1926,LNCaP_mut_RNA_00_4_4_Ulixertinib_Pictilisib_0_0_0_0_7,53156040.0,1570920.0,Ulixertinib,Pictilisib,IC70,IC70
1927,LNCaP_mut_RNA_00_4_3_Luminespib_Pictilisib_0_0_0_0_10,54676560.0,1609920.0,Luminespib,Pictilisib,IC70,IC50
1928,LNCaP_mut_RNA_00_4_3_Luminespib_Selumetinib_0_0_0_0_3,58804920.0,1757400.0,Luminespib,Selumetinib,IC70,IC50
1929,LNCaP_mut_RNA_00_1_5_Afatinib_Selumetinib_0_0_0_0_5,63313560.0,1832280.0,Afatinib,Selumetinib,IC10,IC90
1930,LNCaP_mut_RNA_00_4_1_Ipatasertib_Luminespib_0_0_0_0_7,57894840.0,1661640.0,Ipatasertib,Luminespib,IC70,IC10
1931,LNCaP_mut_RNA_00_4_4_Ulixertinib_Luminespib_0_0_0_0_8,60831120.0,1751400.0,Ulixertinib,Luminespib,IC70,IC70
1932,LNCaP_mut_RNA_00_1_5_Ulixertinib_Pictilisib_0_0_0_0_5,54169680.0,1619400.0,Ulixertinib,Pictilisib,IC10,IC90
1933,LNCaP_mut_RNA_00_1_4_Afatinib_Ulixertinib_0_0_0_0_7,59375280.0,1794720.0,Afatinib,Ulixertinib,IC10,IC70
1934,LNCaP_mut_RNA_00_1_4_Ipatasertib_Selumetinib_0_0_0_0_5,59358120.0,1780440.0,Ipatasertib,Selumetinib,IC10,IC70
1935,LNCaP_mut_RNA_00_4_2_Afatinib_Selumetinib_0_0_0_0_3,59206800.0,1774080.0,Afatinib,Selumetinib,IC70,IC30
1936,LNCaP_mut_RNA_00_5_3_Ipatasertib_Ulixertinib_0_0_0_0_8,52843440.0,1579440.0,Ipatasertib,Ulixertinib,IC90,IC50
1937,LNCaP_mut_RNA_00_1_4_Ipatasertib_Luminespib_0_0_0_0_6,58459440.0,1810440.0,Ipatasertib,Luminespib,IC10,IC70
1938,LNCaP_mut_RNA_00_3_2_Ulixertinib_Luminespib_0_0_0_0_10,61725720.0,1844040.0,Ulixertinib,Luminespib,IC50,IC30
1939,LNCaP_mut_RNA_00_5_5_Luminespib_Selumetinib_0_0_0_0_7,58068360.0,1732920.0,Luminespib,Selumetinib,IC90,IC90
1940,LNCaP_mut_RNA_00_3_2_Ulixertinib_Selumetinib_0_0_0_0_5,57628920.0,1727040.0,Ulixertinib,Selumetinib,IC50,IC30
1941,LNCaP_mut_RNA_00_3_3_Afatinib_Luminespib_0_0_0_0_6,61772640.0,1872600.0,Afatinib,Luminespib,IC50,IC50
1942,LNCaP_mut_RNA_00_1_4_Ipatasertib_Luminespib_0_0_0_0_2,61178760.0,1845720.0,Ipatasertib,Luminespib,IC10,IC70
1943,LNCaP_mut_RNA_00_3_5_Afatinib_Luminespib_0_0_0_0_10,59308320.0,1755480.0,Afatinib,Luminespib,IC50,IC90
1944,LNCaP_mut_RNA_00_3_2_Ipatasertib_Selumetinib_0_0_0_0_9,59814240.0,1727640.0,Ipatasertib,Selumetinib,IC50,IC30
1945,LNCaP_mut_RNA_00_4_3_Luminespib_Selumetinib_0_0_0_0_9,60180240.0,1710000.0,Luminespib,Selumetinib,IC70,IC50
1946,LNCaP_mut_RNA_00_1_2_Afatinib_Luminespib_0_0_0_0_1,59855280.0,1842240.0,Afatinib,Luminespib,IC10,IC30
1947,LNCaP_mut_RNA_00_1_1_Luminespib_Selumetinib_0_0_0_0_10,61564080.0,1778880.0,Luminespib,Selumetinib,IC10,IC10
1948,LNCaP_mut_RNA_00_3_2_Afatinib_Luminespib_0_0_0_0_3,59950680.0,1788120.0,Afatinib,Luminespib,IC50,IC30
1949,LNCaP_mut_RNA_00_3_4_Afatinib_Ulixertinib_0_0_0_0_3,58407720.0,1753200.0,Afatinib,Ulixertinib,IC50,IC70
1950,LNCaP_mut_RNA_00_2_5_Afatinib_Pictilisib_0_0_0_0_10,52907520.0,1580760.0,Afatinib,Pictilisib,IC30,IC90
1951,LNCaP_mut_RNA_00_3_4_Ipatasertib_Luminespib_0_0_0_0_5,60886440.0,1714920.0,Ipatasertib,Luminespib,IC50,IC70
1952,LNCaP_mut_RNA_00_5_2_Ipatasertib_Pictilisib_0_0_0_0_8,49415640.0,1482240.0,Ipatasertib,Pictilisib,IC90,IC30
1953,LNCaP_mut_RNA_00_5_4_Luminespib_Pictilisib_0_0_0_0_2,50484360.0,1513320.0,Luminespib,Pictilisib,IC90,IC70
1954,LNCaP_mut_RNA_00_1_3_Selumetinib_Pictilisib_0_0_0_0_7,56406360.0,1635840.0,Selumetinib,Pictilisib,IC10,IC50
1955,LNCaP_mut_RNA_00_4_2_Luminespib_Selumetinib_0_0_0_0_5,59465400.0,1776840.0,Luminespib,Selumetinib,IC70,IC30
1956,LNCaP_mut_RNA_00_2_2_Ulixertinib_Luminespib_0_0_0_0_2,59612040.0,1748520.0,Ulixertinib,Luminespib,IC30,IC30
1957,LNCaP_mut_RNA_00_4_1_Afatinib_Selumetinib_0_0_0_0_3,60624480.0,1721640.0,Afatinib,Selumetinib,IC70,IC10
1958,LNCaP_mut_RNA_00_5_1_Ulixertinib_Pictilisib_0_0_0_0_4,58191120.0,1642800.0,Ulixertinib,Pictilisib,IC90,IC10
1959,LNCaP_mut_RNA_00_5_3_Ipatasertib_Luminespib_0_0_0_0_1,55942800.0,1646760.0,Ipatasertib,Luminespib,IC90,IC50
1960,LNCaP_mut_RNA_00_5_5_Ipatasertib_Afatinib_0_0_0_0_4,53343360.0,1547040.0,Ipatasertib,Afatinib,IC90,IC90
1961,LNCaP_mut_RNA_00_5_2_Ulixertinib_Selumetinib_0_0_0_0_6,61349520.0,1803720.0,Ulixertinib,Selumetinib,IC90,IC30
1962,LNCaP_mut_RNA_00_4_5_Afatinib_Selumetinib_0_0_0_0_8,56871360.0,1692720.0,Afatinib,Selumetinib,IC70,IC90
1963,LNCaP_mut_RNA_00_5_5_Ulixertinib_Selumetinib_0_0_0_0_2,58318680.0,1746720.0,Ulixertinib,Selumetinib,IC90,IC90
1964,LNCaP_mut_RNA_00_2_1_Afatinib_Pictilisib_0_0_0_0_9,55085280.0,1677360.0,Afatinib,Pictilisib,IC30,IC10
1965,LNCaP_mut_RNA_00_1_1_Afatinib_Luminespib_0_0_0_0_9,59466840.0,1768440.0,Afatinib,Luminespib,IC10,IC10
1966,LNCaP_mut_RNA_00_1_2_Ipatasertib_Pictilisib_0_0_0_0_5,54662280.0,1653360.0,Ipatasertib,Pictilisib,IC10,IC30
1967,LNCaP_mut_RNA_00_3_4_Luminespib_Selumetinib_0_0_0_0_4,58607760.0,1739520.0,Luminespib,Selumetinib,IC50,IC70
1968,LNCaP_mut_RNA_00_5_1_Ulixertinib_Pictilisib_0_0_0_0_5,58776360.0,1730880.0,Ulixertinib,Pictilisib,IC90,IC10
1969,LNCaP_mut_RNA_00_2_5_Ulixertinib_Luminespib_0_0_0_0_1,59052480.0,1772400.0,Ulixertinib,Luminespib,IC30,IC90
1970,LNCaP_mut_RNA_00_3_1_Ipatasertib_Luminespib_0_0_0_0_3,61028880.0,1768920.0,Ipatasertib,Luminespib,IC50,IC10
1971,LNCaP_mut_RNA_00_5_4_Afatinib_Ulixertinib_0_0_0_0_5,58822680.0,1772280.0,Afatinib,Ulixertinib,IC90,IC70
1972,LNCaP_mut_RNA_00_1_5_Afatinib_Luminespib_0_0_0_0_1,61868520.0,1767240.0,Afatinib,Luminespib,IC10,IC90
1973,LNCaP_mut_RNA_00_2_1_Ipatasertib_Ulixertinib_0_0_0_0_1,62025480.0,1740000.0,Ipatasertib,Ulixertinib,IC30,IC10
1974,LNCaP_mut_RNA_00_2_3_Ipatasertib_Luminespib_0_0_0_0_6,60936840.0,1767720.0,Ipatasertib,Luminespib,IC30,IC50
1975,LNCaP_mut_RNA_00_1_2_Ipatasertib_Afatinib_0_0_0_0_1,61720920.0,1775280.0,Ipatasertib,Afatinib,IC10,IC30
1976,LNCaP_mut_RNA_00_3_3_Ipatasertib_Pictilisib_0_0_0_0_8,54014760.0,1629840.0,Ipatasertib,Pictilisib,IC50,IC50
1977,LNCaP_mut_RNA_00_4_1_Ipatasertib_Luminespib_0_0_0_0_2,58639560.0,1659720.0,Ipatasertib,Luminespib,IC70,IC10
1978,LNCaP_mut_RNA_00_4_2_Ulixertinib_Pictilisib_0_0_0_0_1,55286160.0,1682160.0,Ulixertinib,Pictilisib,IC70,IC30
1979,LNCaP_mut_RNA_00_1_1_Ipatasertib_Ulixertinib_0_0_0_0_2,60194640.0,1756440.0,Ipatasertib,Ulixertinib,IC10,IC10
1980,LNCaP_mut_RNA_00_2_3_Ipatasertib_Pictilisib_0_0_0_0_1,54675600.0,1669080.0,Ipatasertib,Pictilisib,IC30,IC50
1981,LNCaP_mut_RNA_00_2_2_Afatinib_Luminespib_0_0_0_0_2,59627040.0,1722960.0,Afatinib,Luminespib,IC30,IC30
1982,LNCaP_mut_RNA_00_3_2_Ipatasertib_Afatinib_0_0_0_0_3,57842640.0,1750560.0,Ipatasertib,Afatinib,IC50,IC30
1983,LNCaP_mut_RNA_00_1_4_Selumetinib_Pictilisib_0_0_0_0_9,54048240.0,1704000.0,Selumetinib,Pictilisib,IC10,IC70
1984,LNCaP_mut_RNA_00_3_3_Afatinib_Luminespib_0_0_0_0_7,58427040.0,1741080.0,Afatinib,Luminespib,IC50,IC50
1985,LNCaP_mut_RNA_00_1_4_Ulixertinib_Pictilisib_0_0_0_0_3,51489840.0,1568520.0,Ulixertinib,Pictilisib,IC10,IC70
1986,LNCaP_mut_RNA_00_4_3_Afatinib_Ulixertinib_0_0_0_0_7,58563240.0,1685160.0,Afatinib,Ulixertinib,IC70,IC50
1987,LNCaP_mut_RNA_00_2_4_Afatinib_Ulixertinib_0_0_0_0_1,58684320.0,1734840.0,Afatinib,Ulixertinib,IC30,IC70
1988,LNCaP_mut_RNA_00_4_5_Ipatasertib_Ulixertinib_0_0_0_0_3,56618640.0,1634880.0,Ipatasertib,Ulixertinib,IC70,IC90
1989,LNCaP_mut_RNA_00_5_5_Ipatasertib_Ulixertinib_0_0_0_0_4,55431000.0,1645200.0,Ipatasertib,Ulixertinib,IC90,IC90
1990,LNCaP_mut_RNA_00_5_2_Ulixertinib_Selumetinib_0_0_0_0_4,61110240.0,1792920.0,Ulixertinib,Selumetinib,IC90,IC30
1991,LNCaP_mut_RNA_00_5_1_Ulixertinib_Selumetinib_0_0_0_0_9,60889920.0,1814640.0,Ulixertinib,Selumetinib,IC90,IC10
1992,LNCaP_mut_RNA_00_5_5_Luminespib_Selumetinib_0_0_0_0_9,57636960.0,1712280.0,Luminespib,Selumetinib,IC90,IC90
1993,LNCaP_mut_RNA_00_5_1_Ulixertinib_Luminespib_0_0_0_0_4,60175440.0,1788840.0,Ulixertinib,Luminespib,IC90,IC10
1994,LNCaP_mut_RNA_00_4_2_Ulixertinib_Pictilisib_0_0_0_0_2,56915760.0,1703760.0,Ulixertinib,Pictilisib,IC70,IC30
1995,LNCaP_mut_RNA_00_3_3_Luminespib_Selumetinib_0_0_0_0_4,60315000.0,1788120.0,Luminespib,Selumetinib,IC50,IC50
1996,LNCaP_mut_RNA_00_1_3_Luminespib_Selumetinib_0_0_0_0_8,58074240.0,1770840.0,Luminespib,Selumetinib,IC10,IC50
1997,LNCaP_mut_RNA_00_4_3_Ulixertinib_Pictilisib_0_0_0_0_10,56333160.0,1650600.0,Ulixertinib,Pictilisib,IC70,IC50
1998,LNCaP_mut_RNA_00_4_1_Ipatasertib_Luminespib_0_0_0_0_1,61521480.0,1775400.0,Ipatasertib,Luminespib,IC70,IC10
1999,LNCaP_mut_RNA_00_1_1_Ipatasertib_Ulixertinib_0_0_0_0_9,60785400.0,1759440.0,Ipatasertib,Ulixertinib,IC10,IC10
2000,LNCaP_mut_RNA_00_1_2_Afatinib_Pictilisib_0_0_0_0_2,55877880.0,1621320.0,Afatinib,Pictilisib,IC10,IC30
2001,LNCaP_mut_RNA_00_4_5_Luminespib_Pictilisib_0_0_0_0_3,49505640.0,1495320.0,Luminespib,Pictilisib,IC70,IC90
2002,LNCaP_mut_RNA_00_2_4_Ulixertinib_Luminespib_0_0_0_0_10,58503120.0,1700760.0,Ulixertinib,Luminespib,IC30,IC70
2003,LNCaP_mut_RNA_00_5_2_Ulixertinib_Luminespib_0_0_0_0_9,60579840.0,1781040.0,Ulixertinib,Luminespib,IC90,IC30
2004,LNCaP_mut_RNA_00_4_5_Afatinib_Pictilisib_0_0_0_0_1,57201120.0,1718280.0,Afatinib,Pictilisib,IC70,IC90
2005,LNCaP_mut_RNA_00_5_5_Luminespib_Pictilisib_0_0_0_0_2,48745200.0,1481400.0,Luminespib,Pictilisib,IC90,IC90
2006,LNCaP_mut_RNA_00_1_3_Ipatasertib_Selumetinib_0_0_0_0_2,60879000.0,1741560.0,Ipatasertib,Selumetinib,IC10,IC50
2007,LNCaP_mut_RNA_00_1_5_Ipatasertib_Ulixertinib_0_0_0_0_7,62357160.0,1781520.0,Ipatasertib,Ulixertinib,IC10,IC90
2008,LNCaP_mut_RNA_00_4_3_Ipatasertib_Luminespib_0_0_0_0_8,58577880.0,1707840.0,Ipatasertib,Luminespib,IC70,IC50
2009,LNCaP_mut_RNA_00_5_1_Ipatasertib_Luminespib_0_0_0_0_7,57812280.0,1663320.0,Ipatasertib,Luminespib,IC90,IC10
2010,LNCaP_mut_RNA_00_1_5_Ipatasertib_Luminespib_0_0_0_0_4,58455480.0,1706760.0,Ipatasertib,Luminespib,IC10,IC90
2011,LNCaP_mut_RNA_00_4_3_Ipatasertib_Afatinib_0_0_0_0_9,59003400.0,1739280.0,Ipatasertib,Afatinib,IC70,IC50
2012,LNCaP_mut_RNA_00_1_2_Ulixertinib_Luminespib_0_0_0_0_7,60114720.0,1804440.0,Ulixertinib,Luminespib,IC10,IC30
2013,LNCaP_mut_RNA_00_2_1_Luminespib_Selumetinib_0_0_0_0_10,59355120.0,1808400.0,Luminespib,Selumetinib,IC30,IC10
2014,LNCaP_mut_RNA_00_5_4_Ulixertinib_Selumetinib_0_0_0_0_6,62415960.0,1846920.0,Ulixertinib,Selumetinib,IC90,IC70
2015,LNCaP_mut_RNA_00_3_2_Afatinib_Pictilisib_0_0_0_0_1,57712440.0,1630560.0,Afatinib,Pictilisib,IC50,IC30
2016,LNCaP_mut_RNA_00_5_5_Ipatasertib_Afatinib_0_0_0_0_3,54932040.0,1627680.0,Ipatasertib,Afatinib,IC90,IC90
2017,LNCaP_mut_RNA_00_4_2_Afatinib_Luminespib_0_0_0_0_3,58541400.0,1729680.0,Afatinib,Luminespib,IC70,IC30
2018,LNCaP_mut_RNA_00_5_2_Ipatasertib_Luminespib_0_0_0_0_1,54883200.0,1590240.0,Ipatasertib,Luminespib,IC90,IC30
2019,LNCaP_mut_RNA_00_1_3_Selumetinib_Pictilisib_0_0_0_0_1,56853240.0,1646880.0,Selumetinib,Pictilisib,IC10,IC50
2020,LNCaP_mut_RNA_00_3_1_Ulixertinib_Pictilisib_0_0_0_0_2,56981520.0,1738080.0,Ulixertinib,Pictilisib,IC50,IC10
2021,LNCaP_mut_RNA_00_3_1_Afatinib_Ulixertinib_0_0_0_0_4,60179160.0,1707960.0,Afatinib,Ulixertinib,IC50,IC10
